row	col	gene1	gene2	score	score_ranking	train_edge	test_edge	new_edge
18	31	AAR2	ABCA11P	0.7238346338272095	1360	0	0	1
20	32	AARS	ABCA12	0.7236873507499695	1361	0	0	1
59	98	ABCC5	ABI2	0.7232481241226196	1362	0	0	1
14	38	AAK1	ABCA6	0.722988486289978	1363	0	0	1
38	80	ABCA6	ABHD12B	0.7227901220321655	1364	0	0	1
59	71	ABCC5	ABCG1	0.7226341962814331	1365	0	0	1
27	72	AATK	ABCG2	0.722598135471344	1366	0	0	1
36	80	ABCA4	ABHD12B	0.7225877046585083	1367	0	0	1
32	95	ABCA12	ABHD6	0.722473680973053	1368	0	0	1
62	92	ABCC9	ABHD3	0.7223873734474182	1369	0	0	1
64	70	ABCD2	ABCF3	0.7223142385482788	1370	0	0	1
32	46	ABCA12	ABCB5	0.7221602201461792	1371	0	0	1
25	52	AASS	ABCC10	0.722088098526001	1372	0	0	1
63	81	ABCD1	ABHD13	0.722039520740509	1373	0	0	1
41	66	ABCA9	ABCD4	0.7220116257667542	1374	0	0	1
15	82	AAMDC	ABHD14A	0.7218219041824341	1375	0	0	1
68	77	ABCF1	ABHD10	0.7217230796813965	1376	0	0	1
32	76	ABCA12	ABHD1	0.721085250377655	1377	0	0	1
13	59	AAGAB	ABCC5	0.7209900617599487	1378	0	0	1
89	94	ABHD17C	ABHD5	0.7204856872558594	1379	0	0	1
44	67	ABCB11	ABCE1	0.7204607725143433	1380	0	0	1
5	36	A4GALT	ABCA4	0.7202883958816528	1381	0	0	1
7	32	AAAS	ABCA12	0.7200364470481873	1382	0	0	1
60	67	ABCC6	ABCE1	0.7200278639793396	1383	0	0	1
5	22	A4GALT	AARSD1	0.7189421653747559	1384	0	0	1
16	53	AAMP	ABCC11	0.7189271450042725	1385	0	0	1
37	63	ABCA5	ABCD1	0.7187336683273315	1386	0	0	1
91	97	ABHD2	ABI1	0.7185789942741394	1387	0	0	1
23	87	AASDH	ABHD17A	0.7184303998947144	1388	0	0	1
44	60	ABCB11	ABCC6	0.7183481454849243	1389	0	0	1
31	68	ABCA11P	ABCF1	0.7182225584983826	1390	0	0	1
68	78	ABCF1	ABHD11	0.7181458473205566	1391	0	0	1
7	43	AAAS	ABCB10	0.7178535461425781	1392	0	0	1
55	70	ABCC13	ABCF3	0.7173645496368408	1393	0	0	1
10	46	AADACL2	ABCB5	0.7171995043754578	1394	0	0	1
27	66	AATK	ABCD4	0.7170966267585754	1395	0	0	1
18	95	AAR2	ABHD6	0.7170253396034241	1396	0	0	1
38	95	ABCA6	ABHD6	0.7170246243476868	1397	0	0	1
26	52	AATF	ABCC10	0.7168447375297546	1398	0	0	1
18	77	AAR2	ABHD10	0.7159753441810608	1399	0	0	1
30	88	ABCA10	ABHD17B	0.7155827879905701	1400	0	0	1
42	97	ABCB1	ABI1	0.7154992818832397	1401	0	0	1
3	33	A2ML1	ABCA13	0.7152805328369141	1402	0	0	1
50	76	ABCB9	ABHD1	0.7151510119438171	1403	0	0	1
4	58	A3GALT2	ABCC4	0.7147531509399414	1404	0	0	1
73	91	ABCG4	ABHD2	0.7146924734115601	1405	0	0	1
52	55	ABCC10	ABCC13	0.7146562337875366	1406	0	0	1
2	25	A2M	AASS	0.7141667008399963	1407	0	0	1
27	95	AATK	ABHD6	0.7140061855316162	1408	0	0	1
44	57	ABCB11	ABCC3	0.7139530181884766	1409	0	0	1
81	88	ABHD13	ABHD17B	0.7136234045028687	1410	0	0	1
51	71	ABCC1	ABCG1	0.713433563709259	1411	0	0	1
27	99	AATK	ABI3	0.7131786942481995	1412	0	0	1
18	38	AAR2	ABCA6	0.7131718993186951	1413	0	0	1
72	79	ABCG2	ABHD12	0.7131052613258362	1414	0	0	1
23	46	AASDH	ABCB5	0.7128492593765259	1415	0	0	1
42	57	ABCB1	ABCC3	0.7125832438468933	1416	0	0	1
15	91	AAMDC	ABHD2	0.7123820185661316	1417	0	0	1
25	27	AASS	AATK	0.7121608257293701	1418	0	0	1
22	30	AARSD1	ABCA10	0.711922287940979	1419	0	0	1
5	13	A4GALT	AAGAB	0.7118434906005859	1420	0	0	1
23	27	AASDH	AATK	0.711737334728241	1421	0	0	1
13	32	AAGAB	ABCA12	0.7116912603378296	1422	0	0	1
33	87	ABCA13	ABHD17A	0.7116645574569702	1423	0	0	1
69	99	ABCF2	ABI3	0.7116532921791077	1424	0	0	1
11	84	AADACL4	ABHD15	0.711483895778656	1425	0	0	1
77	91	ABHD10	ABHD2	0.71147620677948	1426	0	0	1
87	94	ABHD17A	ABHD5	0.7113648056983948	1427	0	0	1
42	99	ABCB1	ABI3	0.7111144661903381	1428	0	0	1
4	7	A3GALT2	AAAS	0.711112916469574	1429	0	0	1
32	83	ABCA12	ABHD14B	0.7110325694084167	1430	0	0	1
30	70	ABCA10	ABCF3	0.7110322117805481	1431	0	0	1
1	95	A1CF	ABHD6	0.7108397483825684	1432	0	0	1
18	44	AAR2	ABCB11	0.7107146978378296	1433	0	0	1
58	65	ABCC4	ABCD3	0.7105024456977844	1434	0	0	1
31	81	ABCA11P	ABHD13	0.7103789448738098	1435	0	0	1
61	88	ABCC8	ABHD17B	0.7102282047271729	1436	0	0	1
52	73	ABCC10	ABCG4	0.7101904153823853	1437	0	0	1
24	78	AASDHPPT	ABHD11	0.7100763320922852	1438	0	0	1
13	61	AAGAB	ABCC8	0.7100355625152588	1439	0	0	1
63	96	ABCD1	ABHD8	0.7099423408508301	1440	0	0	1
42	46	ABCB1	ABCB5	0.7097322344779968	1441	0	0	1
65	68	ABCD3	ABCF1	0.709591269493103	1442	0	0	1
3	56	A2ML1	ABCC2	0.7094184160232544	1443	0	0	1
51	96	ABCC1	ABHD8	0.7093096971511841	1444	0	0	1
10	14	AADACL2	AAK1	0.7090269923210144	1445	0	0	1
9	62	AADAC	ABCC9	0.7089784145355225	1446	0	0	1
59	90	ABCC5	ABHD18	0.7089709043502808	1447	0	0	1
14	33	AAK1	ABCA13	0.7086890339851379	1448	0	0	1
47	68	ABCB6	ABCF1	0.7085360884666443	1449	0	0	1
50	97	ABCB9	ABI1	0.7085332274436951	1450	0	0	1
75	89	ABCG8	ABHD17C	0.7085143327713013	1451	0	0	1
53	91	ABCC11	ABHD2	0.7083899974822998	1452	0	0	1
11	98	AADACL4	ABI2	0.7081902623176575	1453	0	0	1
6	79	A4GNT	ABHD12	0.707683265209198	1454	0	0	1
40	96	ABCA8	ABHD8	0.7076130509376526	1455	0	0	1
7	86	AAAS	ABHD16B	0.7075986266136169	1456	0	0	1
40	57	ABCA8	ABCC3	0.7075945138931274	1457	0	0	1
51	72	ABCC1	ABCG2	0.7075658440589905	1458	0	0	1
57	98	ABCC3	ABI2	0.7069072127342224	1459	0	0	1
76	90	ABHD1	ABHD18	0.706800103187561	1460	0	0	1
58	77	ABCC4	ABHD10	0.706509530544281	1461	0	0	1
72	75	ABCG2	ABCG8	0.7057933211326599	1462	0	0	1
3	41	A2ML1	ABCA9	0.7055847644805908	1463	0	0	1
51	67	ABCC1	ABCE1	0.7055177092552185	1464	0	0	1
72	86	ABCG2	ABHD16B	0.7051031589508057	1465	0	0	1
3	25	A2ML1	AASS	0.7049959301948547	1466	0	0	1
20	87	AARS	ABHD17A	0.7049822807312012	1467	0	0	1
15	41	AAMDC	ABCA9	0.7048155069351196	1468	0	0	1
4	76	A3GALT2	ABHD1	0.704625129699707	1469	0	0	1
59	73	ABCC5	ABCG4	0.7045313715934753	1470	0	0	1
75	77	ABCG8	ABHD10	0.7044445276260376	1471	0	0	1
14	59	AAK1	ABCC5	0.7043803930282593	1472	0	0	1
37	99	ABCA5	ABI3	0.7043606638908386	1473	0	0	1
12	30	AADAT	ABCA10	0.7043551802635193	1474	0	0	1
60	72	ABCC6	ABCG2	0.7043156027793884	1475	0	0	1
8	60	AACS	ABCC6	0.7040814757347107	1476	0	0	1
23	90	AASDH	ABHD18	0.704074501991272	1477	0	0	1
57	90	ABCC3	ABHD18	0.7037338614463806	1478	0	0	1
88	96	ABHD17B	ABHD8	0.7035307884216309	1479	0	0	1
31	59	ABCA11P	ABCC5	0.7034673690795898	1480	0	0	1
10	82	AADACL2	ABHD14A	0.7033807039260864	1481	0	0	1
54	55	ABCC12	ABCC13	0.7033169865608215	1482	0	0	1
78	86	ABHD11	ABHD16B	0.7029873132705688	1483	0	0	1
79	93	ABHD12	ABHD4	0.7026954889297485	1484	0	0	1
25	50	AASS	ABCB9	0.7026764750480652	1485	0	0	1
61	71	ABCC8	ABCG1	0.7026752233505249	1486	0	0	1
19	57	AARD	ABCC3	0.7026498913764954	1487	0	0	1
23	48	AASDH	ABCB7	0.702520489692688	1488	0	0	1
47	71	ABCB6	ABCG1	0.7023422122001648	1489	0	0	1
14	37	AAK1	ABCA5	0.7008141875267029	1490	0	0	1
63	86	ABCD1	ABHD16B	0.7006564140319824	1491	0	0	1
24	98	AASDHPPT	ABI2	0.7005764842033386	1492	0	0	1
4	62	A3GALT2	ABCC9	0.7003531455993652	1493	0	0	1
5	29	A4GALT	ABCA1	0.7002695202827454	1494	0	0	1
13	15	AAGAB	AAMDC	0.7002083659172058	1495	0	0	1
13	85	AAGAB	ABHD16A	0.7001653909683228	1496	0	0	1
15	64	AAMDC	ABCD2	0.7001194357872009	1497	0	0	1
1	58	A1CF	ABCC4	0.6997509002685547	1498	0	0	1
83	95	ABHD14B	ABHD6	0.6996393799781799	1499	0	0	1
65	94	ABCD3	ABHD5	0.6995970010757446	1500	0	0	1
6	83	A4GNT	ABHD14B	0.6992912292480469	1501	0	0	1
33	72	ABCA13	ABCG2	0.698921263217926	1502	0	0	1
9	93	AADAC	ABHD4	0.6988369822502136	1503	0	0	1
38	61	ABCA6	ABCC8	0.6988206505775452	1504	0	0	1
12	77	AADAT	ABHD10	0.6984408497810364	1505	0	0	1
58	68	ABCC4	ABCF1	0.6981858611106873	1506	0	0	1
37	88	ABCA5	ABHD17B	0.6979822516441345	1507	0	0	1
8	86	AACS	ABHD16B	0.6978599429130554	1508	0	0	1
42	90	ABCB1	ABHD18	0.6978363990783691	1509	0	0	1
11	18	AADACL4	AAR2	0.6976312398910522	1510	0	0	1
47	96	ABCB6	ABHD8	0.6970576047897339	1511	0	0	1
29	79	ABCA1	ABHD12	0.6970328688621521	1512	0	0	1
37	48	ABCA5	ABCB7	0.6968727707862854	1513	0	0	1
24	51	AASDHPPT	ABCC1	0.6966496109962463	1514	0	0	1
26	44	AATF	ABCB11	0.6964378952980042	1515	0	0	1
0	78	A1BG	ABHD11	0.6961089372634888	1516	0	0	1
61	98	ABCC8	ABI2	0.6960739493370056	1517	0	0	1
8	44	AACS	ABCB11	0.6959148049354553	1518	0	0	1
3	63	A2ML1	ABCD1	0.6957074999809265	1519	0	0	1
43	80	ABCB10	ABHD12B	0.6954895257949829	1520	0	0	1
61	83	ABCC8	ABHD14B	0.6953465938568115	1521	0	0	1
29	40	ABCA1	ABCA8	0.69529789686203	1522	0	0	1
50	57	ABCB9	ABCC3	0.6950253844261169	1523	0	0	1
58	72	ABCC4	ABCG2	0.6949381232261658	1524	0	0	1
63	93	ABCD1	ABHD4	0.6948836445808411	1525	0	0	1
35	90	ABCA3	ABHD18	0.694576621055603	1526	0	0	1
4	50	A3GALT2	ABCB9	0.6945472955703735	1527	0	0	1
15	55	AAMDC	ABCC13	0.6944137811660767	1528	0	0	1
55	96	ABCC13	ABHD8	0.6943808794021606	1529	0	0	1
28	66	ABAT	ABCD4	0.6943492889404297	1530	0	0	1
13	29	AAGAB	ABCA1	0.6942877769470215	1531	0	0	1
11	62	AADACL4	ABCC9	0.6934157609939575	1532	0	0	1
45	89	ABCB4	ABHD17C	0.692951500415802	1533	0	0	1
23	41	AASDH	ABCA9	0.6927402019500732	1534	0	0	1
52	98	ABCC10	ABI2	0.6926849484443665	1535	0	0	1
46	93	ABCB5	ABHD4	0.6925869584083557	1536	0	0	1
15	78	AAMDC	ABHD11	0.692430853843689	1537	0	0	1
37	77	ABCA5	ABHD10	0.6922233700752258	1538	0	0	1
4	63	A3GALT2	ABCD1	0.6921969056129456	1539	0	0	1
45	91	ABCB4	ABHD2	0.692166805267334	1540	0	0	1
0	34	A1BG	ABCA2	0.6915298104286194	1541	0	0	1
8	13	AACS	AAGAB	0.6911119818687439	1542	0	0	1
36	67	ABCA4	ABCE1	0.6907259821891785	1543	0	0	1
23	58	AASDH	ABCC4	0.6906172633171082	1544	0	0	1
56	63	ABCC2	ABCD1	0.6905075311660767	1545	0	0	1
27	53	AATK	ABCC11	0.690187394618988	1546	0	0	1
41	72	ABCA9	ABCG2	0.690170407295227	1547	0	0	1
63	76	ABCD1	ABHD1	0.6901587843894958	1548	0	0	1
10	57	AADACL2	ABCC3	0.6898679733276367	1549	0	0	1
46	99	ABCB5	ABI3	0.6892212629318237	1550	0	0	1
5	71	A4GALT	ABCG1	0.6889232993125916	1551	0	0	1
70	79	ABCF3	ABHD12	0.6888898015022278	1552	0	0	1
57	95	ABCC3	ABHD6	0.6880180239677429	1553	0	0	1
10	77	AADACL2	ABHD10	0.6879310607910156	1554	0	0	1
8	19	AACS	AARD	0.6877676248550415	1555	0	0	1
43	46	ABCB10	ABCB5	0.6874617338180542	1556	0	0	1
12	89	AADAT	ABHD17C	0.6874114871025085	1557	0	0	1
6	33	A4GNT	ABCA13	0.6871823072433472	1558	0	0	1
55	91	ABCC13	ABHD2	0.6867128610610962	1559	0	0	1
71	78	ABCG1	ABHD11	0.6865223050117493	1560	0	0	1
52	87	ABCC10	ABHD17A	0.6864199042320251	1561	0	0	1
40	63	ABCA8	ABCD1	0.6856979727745056	1562	0	0	1
2	28	A2M	ABAT	0.6855392456054688	1563	0	0	1
80	89	ABHD12B	ABHD17C	0.6855366230010986	1564	0	0	1
31	44	ABCA11P	ABCB11	0.6854803562164307	1565	0	0	1
37	85	ABCA5	ABHD16A	0.6853432655334473	1566	0	0	1
72	96	ABCG2	ABHD8	0.684973955154419	1567	0	0	1
33	39	ABCA13	ABCA7	0.6847054958343506	1568	0	0	1
42	54	ABCB1	ABCC12	0.6847025156021118	1569	0	0	1
8	77	AACS	ABHD10	0.6846061944961548	1570	0	0	1
67	96	ABCE1	ABHD8	0.6845688223838806	1571	0	0	1
40	42	ABCA8	ABCB1	0.6841726303100586	1572	0	0	1
35	66	ABCA3	ABCD4	0.6839891672134399	1573	0	0	1
8	62	AACS	ABCC9	0.6837120056152344	1574	0	0	1
63	87	ABCD1	ABHD17A	0.6836031675338745	1575	0	0	1
64	76	ABCD2	ABHD1	0.6833576560020447	1576	0	0	1
33	76	ABCA13	ABHD1	0.6833385229110718	1577	0	0	1
4	32	A3GALT2	ABCA12	0.6832830309867859	1578	0	0	1
24	92	AASDHPPT	ABHD3	0.6831552386283875	1579	0	0	1
25	33	AASS	ABCA13	0.683070719242096	1580	0	0	1
61	80	ABCC8	ABHD12B	0.6830225586891174	1581	0	0	1
30	98	ABCA10	ABI2	0.6829919219017029	1582	0	0	1
53	69	ABCC11	ABCF2	0.6827858686447144	1583	0	0	1
21	84	AARS2	ABHD15	0.6826163530349731	1584	0	0	1
31	39	ABCA11P	ABCA7	0.6824886202812195	1585	0	0	1
16	38	AAMP	ABCA6	0.6824228763580322	1586	0	0	1
10	55	AADACL2	ABCC13	0.6824079751968384	1587	0	0	1
8	12	AACS	AADAT	0.6816709041595459	1588	0	0	1
34	88	ABCA2	ABHD17B	0.6816065311431885	1589	0	0	1
52	97	ABCC10	ABI1	0.6815793514251709	1590	0	0	1
16	95	AAMP	ABHD6	0.6814619302749634	1591	0	0	1
16	92	AAMP	ABHD3	0.6812204122543335	1592	0	0	1
6	28	A4GNT	ABAT	0.6806992292404175	1593	0	0	1
11	45	AADACL4	ABCB4	0.6805875301361084	1594	0	0	1
18	28	AAR2	ABAT	0.6803902983665466	1595	0	0	1
13	69	AAGAB	ABCF2	0.6801031231880188	1596	0	0	1
71	83	ABCG1	ABHD14B	0.6797646284103394	1597	0	0	1
10	20	AADACL2	AARS	0.679563581943512	1598	0	0	1
74	77	ABCG5	ABHD10	0.6794624328613281	1599	0	0	1
17	82	AANAT	ABHD14A	0.679277241230011	1600	0	0	1
2	66	A2M	ABCD4	0.6792058944702148	1601	0	0	1
34	78	ABCA2	ABHD11	0.6788884997367859	1602	0	0	1
48	50	ABCB7	ABCB9	0.6787530183792114	1603	0	0	1
28	33	ABAT	ABCA13	0.6785697340965271	1604	0	0	1
34	98	ABCA2	ABI2	0.678365170955658	1605	0	0	1
33	98	ABCA13	ABI2	0.678070604801178	1606	0	0	1
16	32	AAMP	ABCA12	0.678020715713501	1607	0	0	1
39	66	ABCA7	ABCD4	0.677855908870697	1608	0	0	1
18	57	AAR2	ABCC3	0.6778320670127869	1609	0	0	1
43	72	ABCB10	ABCG2	0.6772677302360535	1610	0	0	1
59	85	ABCC5	ABHD16A	0.6765896677970886	1611	0	0	1
53	83	ABCC11	ABHD14B	0.6765338778495789	1612	0	0	1
9	41	AADAC	ABCA9	0.6765180230140686	1613	0	0	1
19	60	AARD	ABCC6	0.6763677597045898	1614	0	0	1
11	22	AADACL4	AARSD1	0.6761804819107056	1615	0	0	1
0	11	A1BG	AADACL4	0.6759673953056335	1616	0	0	1
49	58	ABCB8	ABCC4	0.6759427189826965	1617	0	0	1
1	81	A1CF	ABHD13	0.6756812334060669	1618	0	0	1
30	82	ABCA10	ABHD14A	0.6752577424049377	1619	0	0	1
17	18	AANAT	AAR2	0.6751272678375244	1620	0	0	1
34	50	ABCA2	ABCB9	0.6747336983680725	1621	0	0	1
53	94	ABCC11	ABHD5	0.6746400594711304	1622	0	0	1
48	79	ABCB7	ABHD12	0.6733425259590149	1623	0	0	1
77	84	ABHD10	ABHD15	0.6731423139572144	1624	0	0	1
48	93	ABCB7	ABHD4	0.6730836629867554	1625	0	0	1
13	76	AAGAB	ABHD1	0.6727318167686462	1626	0	0	1
8	30	AACS	ABCA10	0.672597348690033	1627	0	0	1
74	98	ABCG5	ABI2	0.6725964546203613	1628	0	0	1
20	43	AARS	ABCB10	0.6725208163261414	1629	0	0	1
28	88	ABAT	ABHD17B	0.6724796295166016	1630	0	0	1
0	6	A1BG	A4GNT	0.6724791526794434	1631	0	0	1
18	40	AAR2	ABCA8	0.6719594597816467	1632	0	0	1
95	97	ABHD6	ABI1	0.6719505190849304	1633	0	0	1
48	58	ABCB7	ABCC4	0.6718207597732544	1634	0	0	1
6	39	A4GNT	ABCA7	0.6716697216033936	1635	0	0	1
72	98	ABCG2	ABI2	0.6715518832206726	1636	0	0	1
1	22	A1CF	AARSD1	0.6713922023773193	1637	0	0	1
29	87	ABCA1	ABHD17A	0.6712618470191956	1638	0	0	1
24	35	AASDHPPT	ABCA3	0.6709973812103271	1639	0	0	1
32	47	ABCA12	ABCB6	0.6709029674530029	1640	0	0	1
26	95	AATF	ABHD6	0.6707700490951538	1641	0	0	1
65	69	ABCD3	ABCF2	0.6703552007675171	1642	0	0	1
12	45	AADAT	ABCB4	0.6701595783233643	1643	0	0	1
27	29	AATK	ABCA1	0.6698366403579712	1644	0	0	1
6	93	A4GNT	ABHD4	0.669597864151001	1645	0	0	1
3	40	A2ML1	ABCA8	0.6693305373191833	1646	0	0	1
24	89	AASDHPPT	ABHD17C	0.6690679788589478	1647	0	0	1
19	51	AARD	ABCC1	0.6686480641365051	1648	0	0	1
74	89	ABCG5	ABHD17C	0.6684333086013794	1649	0	0	1
72	90	ABCG2	ABHD18	0.6684030890464783	1650	0	0	1
19	99	AARD	ABI3	0.6679655313491821	1651	0	0	1
1	89	A1CF	ABHD17C	0.6672846674919128	1652	0	0	1
71	96	ABCG1	ABHD8	0.6672803163528442	1653	0	0	1
3	99	A2ML1	ABI3	0.6670699715614319	1654	0	0	1
1	32	A1CF	ABCA12	0.6669980883598328	1655	0	0	1
26	94	AATF	ABHD5	0.6666742563247681	1656	0	0	1
79	91	ABHD12	ABHD2	0.6664113998413086	1657	0	0	1
33	67	ABCA13	ABCE1	0.6662817001342773	1658	0	0	1
42	88	ABCB1	ABHD17B	0.6660612225532532	1659	0	0	1
77	99	ABHD10	ABI3	0.6657716631889343	1660	0	0	1
21	58	AARS2	ABCC4	0.665739893913269	1661	0	0	1
37	47	ABCA5	ABCB6	0.6655882000923157	1662	0	0	1
28	89	ABAT	ABHD17C	0.6653915643692017	1663	0	0	1
71	75	ABCG1	ABCG8	0.6651214361190796	1664	0	0	1
57	85	ABCC3	ABHD16A	0.664775013923645	1665	0	0	1
32	86	ABCA12	ABHD16B	0.6647719144821167	1666	0	0	1
62	71	ABCC9	ABCG1	0.6645706295967102	1667	0	0	1
16	19	AAMP	AARD	0.6641448140144348	1668	0	0	1
43	71	ABCB10	ABCG1	0.6641178131103516	1669	0	0	1
2	52	A2M	ABCC10	0.6639594435691833	1670	0	0	1
27	35	AATK	ABCA3	0.6638810634613037	1671	0	0	1
28	43	ABAT	ABCB10	0.6638419032096863	1672	0	0	1
27	60	AATK	ABCC6	0.6637299656867981	1673	0	0	1
2	13	A2M	AAGAB	0.663662850856781	1674	0	0	1
30	40	ABCA10	ABCA8	0.6635885834693909	1675	0	0	1
78	84	ABHD11	ABHD15	0.66351318359375	1676	0	0	1
22	25	AARSD1	AASS	0.6634131669998169	1677	0	0	1
9	74	AADAC	ABCG5	0.6631393432617188	1678	0	0	1
1	74	A1CF	ABCG5	0.6630286574363708	1679	0	0	1
29	90	ABCA1	ABHD18	0.6627312302589417	1680	0	0	1
66	79	ABCD4	ABHD12	0.6626190543174744	1681	0	0	1
25	70	AASS	ABCF3	0.6624670028686523	1682	0	0	1
29	94	ABCA1	ABHD5	0.6624667048454285	1683	0	0	1
39	98	ABCA7	ABI2	0.6623772978782654	1684	0	0	1
2	9	A2M	AADAC	0.6622439622879028	1685	0	0	1
3	98	A2ML1	ABI2	0.6618214845657349	1686	0	0	1
65	86	ABCD3	ABHD16B	0.6616052389144897	1687	0	0	1
10	26	AADACL2	AATF	0.6616000533103943	1688	0	0	1
47	86	ABCB6	ABHD16B	0.6607990264892578	1689	0	0	1
16	20	AAMP	AARS	0.66075599193573	1690	0	0	1
12	19	AADAT	AARD	0.6607129573822021	1691	0	0	1
11	58	AADACL4	ABCC4	0.6602559089660645	1692	0	0	1
66	87	ABCD4	ABHD17A	0.6602382659912109	1693	0	0	1
24	52	AASDHPPT	ABCC10	0.6593055129051208	1694	0	0	1
12	44	AADAT	ABCB11	0.6588888764381409	1695	0	0	1
3	77	A2ML1	ABHD10	0.6587464809417725	1696	0	0	1
67	73	ABCE1	ABCG4	0.6586583852767944	1697	0	0	1
6	13	A4GNT	AAGAB	0.6583044528961182	1698	0	0	1
19	54	AARD	ABCC12	0.6578018069267273	1699	0	0	1
3	90	A2ML1	ABHD18	0.6576894521713257	1700	0	0	1
36	53	ABCA4	ABCC11	0.6573538780212402	1701	0	0	1
54	57	ABCC12	ABCC3	0.6571788191795349	1702	0	0	1
60	63	ABCC6	ABCD1	0.6568918228149414	1703	0	0	1
20	61	AARS	ABCC8	0.6567443013191223	1704	0	0	1
85	89	ABHD16A	ABHD17C	0.6566447019577026	1705	0	0	1
11	59	AADACL4	ABCC5	0.6566359400749207	1706	0	0	1
43	62	ABCB10	ABCC9	0.6561420559883118	1707	0	0	1
39	76	ABCA7	ABHD1	0.6559249758720398	1708	0	0	1
19	64	AARD	ABCD2	0.6557312607765198	1709	0	0	1
30	34	ABCA10	ABCA2	0.6550723314285278	1710	0	0	1
25	80	AASS	ABHD12B	0.6550723314285278	1710	0	0	1
37	49	ABCA5	ABCB8	0.6548083424568176	1712	0	0	1
54	65	ABCC12	ABCD3	0.6547419428825378	1713	0	0	1
12	68	AADAT	ABCF1	0.6547343730926514	1714	0	0	1
15	44	AAMDC	ABCB11	0.6546796560287476	1715	0	0	1
34	54	ABCA2	ABCC12	0.6546321511268616	1716	0	0	1
13	34	AAGAB	ABCA2	0.6544078588485718	1717	0	0	1
29	43	ABCA1	ABCB10	0.6543876528739929	1718	0	0	1
70	84	ABCF3	ABHD15	0.6543862223625183	1719	0	0	1
28	49	ABAT	ABCB8	0.6541832685470581	1720	0	0	1
25	30	AASS	ABCA10	0.6537395119667053	1721	0	0	1
28	64	ABAT	ABCD2	0.6536134481430054	1722	0	0	1
56	88	ABCC2	ABHD17B	0.6535463929176331	1723	0	0	1
8	56	AACS	ABCC2	0.653362512588501	1724	0	0	1
48	95	ABCB7	ABHD6	0.6533441543579102	1725	0	0	1
20	27	AARS	AATK	0.6525568962097168	1726	0	0	1
7	60	AAAS	ABCC6	0.6524813771247864	1727	0	0	1
16	25	AAMP	AASS	0.6523822546005249	1728	0	0	1
72	91	ABCG2	ABHD2	0.6521813869476318	1729	0	0	1
11	30	AADACL4	ABCA10	0.6519602537155151	1730	0	0	1
39	64	ABCA7	ABCD2	0.6518878936767578	1731	0	0	1
3	53	A2ML1	ABCC11	0.6514118313789368	1732	0	0	1
25	57	AASS	ABCC3	0.6510448455810547	1733	0	0	1
72	80	ABCG2	ABHD12B	0.6507665514945984	1734	0	0	1
10	45	AADACL2	ABCB4	0.6505182981491089	1735	0	0	1
24	28	AASDHPPT	ABAT	0.6504248380661011	1736	0	0	1
21	71	AARS2	ABCG1	0.6503158211708069	1737	0	0	1
12	93	AADAT	ABHD4	0.6494739055633545	1738	0	0	1
5	8	A4GALT	AACS	0.6493101119995117	1739	0	0	1
4	29	A3GALT2	ABCA1	0.6490651965141296	1740	0	0	1
24	72	AASDHPPT	ABCG2	0.6483249068260193	1741	0	0	1
0	33	A1BG	ABCA13	0.647972583770752	1742	0	0	1
16	68	AAMP	ABCF1	0.6479098796844482	1743	0	0	1
29	68	ABCA1	ABCF1	0.6478526592254639	1744	0	0	1
75	98	ABCG8	ABI2	0.6477223634719849	1745	0	0	1
9	38	AADAC	ABCA6	0.6476818323135376	1746	0	0	1
20	79	AARS	ABHD12	0.6476420164108276	1747	0	0	1
14	56	AAK1	ABCC2	0.6475533246994019	1748	0	0	1
36	95	ABCA4	ABHD6	0.6473908424377441	1749	0	0	1
8	64	AACS	ABCD2	0.6473792195320129	1750	0	0	1
37	62	ABCA5	ABCC9	0.647067129611969	1751	0	0	1
26	65	AATF	ABCD3	0.6466614603996277	1752	0	0	1
34	65	ABCA2	ABCD3	0.6464613080024719	1753	0	0	1
24	70	AASDHPPT	ABCF3	0.6459435820579529	1754	0	0	1
18	87	AAR2	ABHD17A	0.6458441019058228	1755	0	0	1
62	85	ABCC9	ABHD16A	0.6457642316818237	1756	0	0	1
38	82	ABCA6	ABHD14A	0.6453268527984619	1757	0	0	1
1	52	A1CF	ABCC10	0.6452843546867371	1758	0	0	1
10	27	AADACL2	AATK	0.6452677845954895	1759	0	0	1
23	91	AASDH	ABHD2	0.6448946595191956	1760	0	0	1
68	74	ABCF1	ABCG5	0.6445471048355103	1761	0	0	1
27	44	AATK	ABCB11	0.6442000865936279	1762	0	0	1
55	94	ABCC13	ABHD5	0.644114077091217	1763	0	0	1
8	53	AACS	ABCC11	0.6439085602760315	1764	0	0	1
23	52	AASDH	ABCC10	0.643690824508667	1765	0	0	1
21	63	AARS2	ABCD1	0.6436276435852051	1766	0	0	1
8	55	AACS	ABCC13	0.6434528827667236	1767	0	0	1
39	73	ABCA7	ABCG4	0.6433646082878113	1768	0	0	1
69	91	ABCF2	ABHD2	0.6432070732116699	1769	0	0	1
2	12	A2M	AADAT	0.6427934169769287	1770	0	0	1
41	73	ABCA9	ABCG4	0.6427637338638306	1771	0	0	1
30	43	ABCA10	ABCB10	0.6426803469657898	1772	0	0	1
50	63	ABCB9	ABCD1	0.6425739526748657	1773	0	0	1
28	71	ABAT	ABCG1	0.6423112154006958	1774	0	0	1
57	75	ABCC3	ABCG8	0.6420947313308716	1775	0	0	1
